Name,x,y,Admin1,Admin2,Admin3
Kuriga Primary Health Center,6.801372,10.704653,Kaduna,Chikun,Kuriga
Kaya Primary Health Center,7.239645,11.250982,Kaduna,Giwa,Idasu
Kabala West Primary Health Center,7.393788,10.504362,Kaduna,Kaduna South,Sabon Gari West
Kagoro Road Health Clinic,7.401895,10.512439,Kaduna,Kaduna South,Sabon Gari North
Giwa General Hospital,7.477734,11.249214,Kaduna,Giwa,Kakangi (Giwa)
Hayin Dogo Health Clinic,7.659003,11.169025,Kaduna,Sabon Gari,Bomo
Basawa Primary Health Center,7.672192,11.177132,Kaduna,Sabon Gari,Basawa
Kagarko Primary Health Center,7.69723,9.491457,Kaduna,Kagarko,Kagarko South
Sakadadi Model Primary Health Center,7.722434,11.182495,Kaduna,Sabon Gari,Dogarawa
Limi Hospital,7.70587783,11.12206612,Kaduna,Sabon Gari,Hanwa
Rimau Primary Health Center,7.757676,10.409059,Kaduna,Kajuru,Rimau
Doka Primary Health Center,7.774017,11.358018,Kaduna,Kudan,Doka
Kallah Primary Health Center,7.801907,10.418906,Kaduna,Kajuru,Kallah
Kukui Primary Health Clinic,7.829986,9.381401,Kaduna,Kagarko,Kukui
Makarfi Primary Health Center,7.881585,11.374644,Kaduna,Makarfi,Makarfi
Awai Primary Health Center,7.900291,11.067937,Kaduna,Soba,Gimba
Kurmin Jatau Health Clinic,7.946898,9.587729,Kaduna,Jaba,Fai
Richifa Primary Health Center,7.954079,11.164206,Kaduna,Soba,Richifa
Kwasallo Primary Health Center,7.993042,11.187832,Kaduna,Soba,Kwasalo
Dinya Health Clinic,8.00628,11.153633,Kaduna,Soba,Kwasalo
Dutsen Wai Primary Health Center,8.201552,10.848419,Kaduna,Kubau,Dutsen Wai
Langa Health Clinic,8.343573,9.234143,Kaduna,Sanga,Arak
Atuku Primary Health Center,8.462814,9.482024,Kaduna,Jema'A,Atuku
Kontagora Health Clinic,8.514005,9.098228,Kaduna,Sanga,Ninzo South
Damakasuwa Primary Health Center,8.528821,9.962986,Kaduna,Kauru,Damakasuwa
Fadan Karshi Health Clinic,8.576635,9.381861,Kaduna,Sanga,Kanshi
Wawan Rafi Health Clinic,8.624589,10.589072,Kaduna,Lere,Dan-Alhaji
Dan Alhaji Primary Health Center,8.689977,10.531456,Kaduna,Lere,Dan-Alhaji
Unguwar Gajere Health Clinic,7.000399,11.120481,Kaduna,Birnin Gwari,Kutemeshi
Kakau Primary Health Center,7.355995,10.428299,Kaduna,Chikun,Kakau
Kushe Fada Health Clinic,7.803675,9.520084,Kaduna,Kagarko,Kushe
Mayere Primary Health Center,8.005301,11.328195,Kaduna,Makarfi,Mayere
Rafin Gora Health Clinic,7.547302246,11.12768555,Kaduna,Giwa,Panhauya
Mahuta (Kudan) Health Clinic,7.790961239,11.29333669,Kaduna,Kudan,Taba
Gangara (Giwa) Primary Health Center,7.384639108,11.33790853,Kaduna,Giwa,Gangara
Kuraye Health Clinic,8.273498535,11.01849365,Kaduna,Kubau,Mah
Gwantu Maternity Clinic,8.446275,9.207438,Kaduna,Sanga,Gwantu
Aban Health Clinic,8.437214085,9.290459867,Kaduna,Sanga,Arak
Anguwar Jaba Primary Health Center,7.742361,11.111053,Kaduna,Sabon Gari,Anguwan Gabas
Opu Okumbiri Primary Health Care Center,6.025085449,4.300720214,Bayelsa,Brass,Minibie 9
Unguwan Noma Health Clinic,7.995027,10.683066,Kaduna,Kauru,Makami
Kauran Wali Model Primary Health Center,7.823596,11.313654,Kaduna,Kudan,Kauran Wali North
Nok Primary Health Center,8.021671999,9.498373,Kaduna,Jaba,Nok
Jere Primary Health Center,7.435207,9.572533,Kaduna,Kagarko,Jere North
Gwantu Primary Health Center,8.45657,9.22637,Kaduna,Sanga,Gwantu
Maji Dadi Health Clinic,8.058465442,10.68106213,Kaduna,Kauru,Dawakiji
Mother Of Mercy Hospital,6.531921387,6.192871094,Delta,Aniocha South,Otulu
Zabrang Clinic and Maternity,8.187901263,9.801555323,Kaduna,Zangon Kataf,Kamantan
Kowa Godogodo Medical Center,8.4377547,9.460308,Kaduna,Jema'A,Godo Godo
Katsina Government House Clinic,7.626503,12.981414,Katsina,Katsina,Gabas 2
Tudun Wada Gubuchi Health Clinic,8.00984,11.26156,Kaduna,Makarfi,Gubuchi
Dan Isah Health Clinic,8.091544662,10.94339,Kaduna,Soba,Soba
Zaria Clinic and Medical Centre Tudun Wada,7.705136627,11.06359035,Kaduna,Zaria,Tudun Wada (Zaria)
Farman Dutse Health Clinic,8.26683394,9.673672472,Kaduna,Zangon Kataf,Madakiya
Jaja Health Clinic,7.651141618,11.23199412,Kaduna,Kudan,Sabon Gari (Kudan)
Dankande Health Clinic,8.217800606,10.78181113,Kaduna,Kubau,Zuntu
Dandarau Health Clinic,7.29932483,11.4354053,Katsina,Dandume,Mahuta C
Hayin Ojo Primary Health Clinic,7.7338538,11.1307807,Kaduna,Sabon Gari,Zabi (Sabon Gari)
Rafin Kimba Health Clinic,7.684901809,9.444590002,Kaduna,Kagarko,Kushe
Dokan Dan Bala Health Clinic,8.65932,10.59084,Kaduna,Lere,Dan-Alhaji
Adonai Raphe Medical Center,7.407603391,10.41433474,Kaduna,Chikun,Kakau
Bagaddi Health Clinic,7.77119,11.22523,Kaduna,Kudan,Taba
Kubacha Primary Health Center,7.81305,9.43683,Kaduna,Kagarko,Katugal
Anguwar Sarki Health Clinic,8.5186936,10.509845,Kaduna,Lere,Kudaru
Dandamisa Primary Health Center,7.836785345,11.23973935,Kaduna,Makarfi,Dandamisa
Rido Health Clinic,7.4965297,10.4044558,Kaduna,Chikun,Rido
Unguwan Liman Health Clinic,8.230135709,11.20376187,Kaduna,Ikara,Ikara
Jankasa Health Clinic,8.451277031,9.717539893,Kaduna,Zangon Kataf,Unguwar Gaiya
Rahama (Makarfi) Health Clinic,7.915179076,11.29880837,Kaduna,Makarfi,Gimi
Numbu Bashayi Health Clinic,8.436813364,9.210389499,Kaduna,Sanga,Namdu
Nassarawa (Chikun) Primary Health Center,7.3987456,10.4705363,Kaduna,Chikun,Nassarawa
Badarawa Primary Health Center,7.447856967,10.55916155,Kaduna,Kaduna North,Badarawa/Malali
Geshere Primary Health Clinic,8.368740181,10.1320482,Kaduna,Kauru,Geshere
Durumi Primary Health Clinic,7.698957934,11.05820635,Kaduna,Zaria,Anguwar Juma
Kenyi Health Clinic,7.923480327,9.54244545,Kaduna,Kagarko,Aribi
Taba Primary Health Center,7.783148312,11.26828244,Kaduna,Kudan,Taba
Mother Of Mercy Hospital,7.448486328,6.221130371,Enugu,Awgu,Ihe
Amarawa Primary Health Center,7.515371698,12.16013554,Katsina,Dan Musa,Dan Ali
Anguwan Haladu Primary Health Center,6.54131284,10.66662341,Kaduna,Birnin Gwari,Magajin Gari 2
Kaibi Health Clinic,8.26963,10.25547,Kaduna,Kauru,Bital
Yangal Health Center,8.16115419,9.77453729,Kaduna,Zangon Kataf,Kamantan
Jamari Primary Health Care Center,10.93180346,11.04468865,Gombe,Dukku,Jamari
Lapandintai Health Post,11.3239129,9.81586296,Gombe,Kaltungo,Kaltungo West
Gale Primary Health Clinic,10.63222226,10.77596275,Gombe,Dukku,Gombe Abba
Lariski Primary Health Clinic,11.41714812,10.90048008,Gombe,Funakaye,Bage
Opolo Primary Health Care Center,6.333841804,4.943475691,Bayelsa,Yenagoa,Epie 2 5
Amarata Primary Health Care Center,6.286360641,4.932729121,Bayelsa,Yenagoa,Epie 3 6
Letubgene Primary Health Care Center,5.544494629,4.835876465,Bayelsa,Ekeremor,Iduwini 2 Ward 12
Ukubie Primary Health Care Center,5.834716797,4.689086914,Bayelsa,Southern Ijaw,Ukubie Ward 16
Egbebiri Primary Health Care Center,6.542480468,5.241699218,Bayelsa,Yenagoa,Biseni 13
Kolo Primary Health Care Center,6.376001189,4.799197433,Bayelsa,Ogbia,Kolo
Oruma Primary Health Care Center,6.417480469,4.920288086,Bayelsa,Ogbia,Otuasega
Okaka Primary Health Care Center,6.301696777,4.928894043,Bayelsa,Yenagoa,Epie 3 6
Onuebum Primary Health Care Center,6.260970389,4.804342591,Bayelsa,Ogbia,Otuokpoti
Turo Orua Primary Health Care Center,6.066488967,5.104582607,Bayelsa,Sagbama,Angalabiri 2
Akeddei Primary Health Care Center,6.057661948,4.92815216,Bayelsa,Sagbama,Toru-Ebeni 12
Igbedi Primary Health Care Center,6.205012657,5.024867756,Bayelsa,Kolokuma/Opokuma,Igbedi 11
Isampou Primary Health Care Center,5.843,5.06447,Bayelsa,Ekeremor,Tarakiri
Odi Primary Health Care Center,6.30003,5.17255,Bayelsa,Kolokuma/Opokuma,Odi 2
Tamogbene Cottage Hospital,5.74514,4.97617,Bayelsa,Ekeremor,Oporomor 2 Ward 7
Amassoma Primary Health Care Center,6.10638,4.97082,Bayelsa,Southern Ijaw,Ammasoma 1 Ward 9
Nembe Primary Health Center,6.40268,4.53183,Bayelsa,Nembe,Ogbolomabiri 2
Egweama Primary Health Care Center,6.19027,4.30795,Bayelsa,Brass,Cape Femosa 6
Mayori Primary Health Care Center,10.502502,13.262268,Yobe,Yusufari,Mayori
Dagaretikau Health Post,11.18439458,11.82087132,Yobe,Nangere,Tikau
Gangawa Health Post,11.14986177,12.88700708,Yobe,Busari,Masaba
Garin Gada Primary Health Care Center,11.96889815,12.98687618,Yobe,Yunusari,Bultuwa
Garin Ari Primary Health Care Center,11.46384201,11.32604854,Yobe,Fika,Zangaya Mazawun
Gauya Health Clinic,10.82331573,12.06793267,Yobe,Jakusko,Lafiya Loiloi
Kukuri Primary Health Clinic,10.85618697,11.88776384,Yobe,Nangere,Kukuri
Lantewa Primary Health Center,11.73344752,12.26440339,Yobe,Tarmuwa,Lantaiwa
Tobule Health Post,11.754864,10.31267,Borno,Bayo,Wuyo
Lawanti Health Post,11.68741705,12.64127375,Yobe,Busari,Danani Lawanti
Leprosy Clinic,11.070176,11.707143,Yobe,Potiskum,Bolewa-A
Bula Health Clinic,11.26246382,11.7367881,Yobe,Potiskum,Mamudo
Rapha Patigi Clinic and Maternity,5.756530762,8.720092773,Kwara,Pategi,Patigi 1
Jakusko Primary Health Center,10.7763596,12.37457927,Yobe,Jakusko,Jakusko
Girgir Primary Health Care Center,10.92723921,12.55772133,Yobe,Jakusko,Girgir Bayam
K & B Medical Foundation,5.19448,7.24712,Ondo,Akure South,Gbogi/Isikan 2
Garbi Health Clinic,10.428221,12.858539,Yobe,Nguru,Garbi_Bombori
Alagarno Health Post,11.75036675,11.03885241,Yobe,Gulani,Bumsa
Potiskum Central Primary Health Care Center,11.06827481,11.7096329,Yobe,Potiskum,Bolewa-A
Gasamu Primary Health Care Center,10.96884164,12.72557471,Yobe,Jakusko,Jawur Katamma
Wagir Primary Health Care Center,11.80751268,11.35422939,Yobe,Gujba,Wagir
Taganama Primary Health Care Center,9.817503436,12.84483414,Yobe,Machina,Taganama
Maidashi Health Post,10.44501327,13.1416528,Yobe,Nguru,Afunori
Unenyim Igba Health Post,8.137084961,6.946899414,Benue,Ado,Royongo
Obishu Health Post,7.869613324,7.963572792,Benue,Agatu,Obagaji
Odugbeho Primary Health Center,8.041745831,7.802102624,Benue,Agatu,Odugbeho
Olegabulu Health Post,7.920714238,7.819810785,Benue,Agatu,Ogbaulu
Akwu Primary Health Center,8.058442698,7.869706292,Benue,Agatu,Okokolo
Warri Health Post,7.785878221,7.947378854,Benue,Agatu,Usha
Opaha Primary Health Center,8.007324218,7.628479004,Benue,Apa,Edikwu 2
Tse Tia Primary Health Center,8.94592,7.63492,Benue,Tarka,Mbanyagber
Amfani Clinic and Maternity,7.627689,12.967592,Katsina,Katsina,Gabas 1
Taatihi Primary Health Center,9.17477201,6.891455183,Benue,Vandeikya,Mbagbam
Audu Nkst Health Post,9.193902832,7.73789632,Benue,Logo,Tombo
Achough Primary Health Clinic,9.527027257,7.42719504,Benue,Katsina-Ala,Tiir
Abinsi Primary Health Center,8.74686115,7.749237324,Benue,Guma,Abinsi
Akele Health Post,7.733419101,7.932348468,Benue,Agatu,Ogwule-Kaduna
Logo Annex Abaji Health Post,9.296704815,7.165788949,Benue,Katsina-Ala,Katsina-Ala Township
Usen Primary Health Clinic,8.992268688,7.589386053,Benue,Buruku,Mbayaka
Dankwaro Health Post,7.768902787,11.64114033,Katsina,Kafur,Mahuta Ward
Charanchi Maternity and  Child Health Clinic,7.730558575,12.67322637,Katsina,Charanchi,Charanchi
Tashar Barau Health Clinic,7.488852999,12.561585,Katsina,Kurfi,Birchi
Umaru Musa Yar Adua Univesity Centre,7.58783,12.89744,Katsina,Batagarawa,Batagarawa
Ba'Awa Health Clinic,7.888311,13.187007,Katsina,Kaita,Ba'Awa
Ba'Awa Maternity and Child Health Centre,7.946426,12.655446,Katsina,Bindawa,Tama/Daye
Be'El Health Clinic,8.172321,12.994141,Katsina,Dutsi,Sirika B
Tuge Primary Health Center,7.604632385,11.98328183,Katsina,Musawa,Tuge
Dan Baushi Health Clinic,7.383378251,11.73267858,Katsina,Bakori,Kandarawa
Jani Comprehensive Health Center,7.805022323,12.83754596,Katsina,Mani,Jani
Almajirawa Health Clinic,7.5647869,11.85684917,Katsina,Kankara,Kuka Sheka
Mashi Community Health Center,7.937909054,12.98170411,Katsina,Mashi,Mashi
Bakori Primary Health Center,7.4328844,11.5637765,Katsina,Bakori,Bakori B
And Yanhoho Maternal and Child Health Care,7.735440312,13.06036545,Katsina,Kaita,Yanhoho
Kadandani Primary Health Center,7.68175893,12.74252594,Katsina,Rimi,Kadandani
Dangaladi Health Clinic,7.641736808,12.44633862,Katsina,Charanchi,Radda
Wurma Primary Health Center,7.433666797,12.57599568,Katsina,Kurfi,Wurma A
Kadanyar Baushe Health Clinic,7.553109355,11.55121493,Katsina,Bakori,Dawan Musa
Duwan Primary Health Center,8.071088375,12.78623155,Katsina,Mani,Duwan/Makau
Karfi Primary Health Center,7.5489337,11.7409507,Katsina,Malumfashi,Karfi (Takai Lga)
Mabai Primary Health Center,7.335531583,11.85166079,Katsina,Kankara,Mabai
Zango Model Primary Health Center,8.474241396,13.05292557,Katsina,Zango,Zango
Tsabawa Maternity and  Child Health Clinic,7.334923187,12.70853152,Katsina,Batsari,Ababau/Kagara
Lafiaru Health Clinic,7.860274029,13.22191478,Katsina,Kaita,Abdallawa
Jifatu Health Center,7.873919269,13.17627274,Katsina,Kaita,Ba'Awa
Nahuta Health Clinic,7.178498697,12.7268969,Katsina,Batsari,Madogara
Gurjiya Maternity and  Child Health Clinic,8.336270241,12.99422578,Katsina,Daura,Sabongari
Tsauri Primary Health Center,7.475886671,12.79870003,Katsina,Kurfi,Tsauri A
Kurhundu Health Clinic,7.681643236,13.00682005,Katsina,Batagarawa,Kayauki
Unguwar Sambo Health Clinic,7.613484424,11.32100844,Katsina,Danja,Yakaji B
Kandarawa Primary Health Center,7.368935728,11.75389443,Katsina,Bakori,Kandarawa
Kurami Health Clinic,7.363524228,11.53656361,Katsina,Bakori,Kurami / Yankwani
Unguwar Bika Health Clinic,6.991071407,11.75876442,Katsina,Faskari,Faskari
Santar Nakyallu Health Clinic,7.968730781,12.70926913,Katsina,Ingawa,Kurfeji/Iyan Kaura
Unguwar Doka Health Clinic,6.977290979,11.58039708,Katsina,Faskari,Sabon Layi
Yan Mama Health Center,7.657683177,11.88243318,Katsina,Malumfashi,Yammama
Jigo Health Clinic,7.173175224,11.14191036,Katsina,Sabuwa,Gazari
Bada'U Health Clinic,7.571706827,11.89610497,Katsina,Kankara,Katare
Wawar Kaza Health Clinic,7.46171532,12.0155324,Katsina,Kankara,Gundawa
Kauran Fawa Health Clinic,7.291052154,11.38336578,Katsina,Dandume,Mahuta A
Sakwatawa Health Post,7.274690339,12.29006621,Katsina,Dan Musa,Mara A
Dage Lawal Primary Health Center,7.525106977,12.41580697,Katsina,Dutsin-Ma,Bagagadi
Dogon Ruwa Health Post,7.400044761,12.32556566,Katsina,Dutsin-Ma,Makera - Funtua
Kwakware Health Clinic,7.144525488,11.55235882,Katsina,Dandume,Dandume B
Sabon Gida Health Clinic,7.634632392,12.91662903,Katsina,Batagarawa,Dangagoro
Mai Kwama Health Clinic,7.204495838,11.46511091,Katsina,Dandume,Maikwama
Makada Health Center,7.599103333,12.87057991,Katsina,Batagarawa,Dabaibayawa
Safana Primary Health Center,7.411353646,12.40615133,Katsina,Safana,Safana
Dayi Primary Health Center,7.689496085,11.96588613,Katsina,Malumfashi,Dayi
Sabuwa Comprehensive Health Center,7.129747809,11.1726779,Katsina,Sabuwa,Sabuwa A
Mawashi Maternity and  Child Health Clinic,8.045863247,12.51933726,Katsina,Kusada,Mawashi
Badawa Health Clinic,7.699278118,12.08381564,Katsina,Musawa,Danjanku
Kwanta Kwaram Health Clinic,7.612355822,11.61140589,Katsina,Bakori,Barde/Kwantakwaram
Kutunkawa Health Clinic,7.991036557,12.42819913,Katsina,Kusada,Bauranya A
Jofalawa Health Clinic,7.965514275,12.56497742,Katsina,Kusada,Dudunni
Maijigira Health Clinic,7.891624642,12.40295051,Katsina,Kusada,Yashe B
Kaikai Health Clinic,7.990402517,12.50883578,Katsina,Kusada,Kaikai
Dudunni Health Clinic,7.990692916,12.54458931,Katsina,Kusada,Dudunni
Bayala Health Clinic,7.766600896,11.81703112,Katsina,Kafur,Gamzago
Sabon Rafi Health Clinic,7.891195774,12.4195872,Katsina,Kusada,Kofa
Sagartau Health Post,8.098249198,12.59661343,Katsina,Ingawa,Daunaka/B.Kwari
Kurmi Health Center,7.702265962,11.78087532,Katsina,Kafur,Rugoji
Garin Dan Yaro Health Clinic,7.218477981,12.80087601,Katsina,Batsari,Batsari
Kafi Health Clinic,8.062607011,12.48877485,Katsina,Ingawa,Manomawa/Kafi
Daunaka Primary Health Care,8.118017426,12.60904308,Katsina,Ingawa,Daunaka/B.Kwari
Kandawa Health Clinic,8.030522173,12.62447227,Katsina,Ingawa,Kandawa/Jobe
Jalatu Health Clinic,7.589700149,11.62384613,Katsina,Bakori,Barde/Kwantakwaram
Saura Health Clinic,7.624323915,12.3336699,Katsina,Matazu,Sayaya
Yar' Unguwar Health Clinic,7.628202078,12.14641384,Katsina,Matazu,Gwarjo
Kuku Damisa Health Clinic,7.539991139,12.33671252,Katsina,Matazu,Sayaya
Filin Manda Health Clinic,7.934985757,12.97999188,Katsina,Mashi,Karau
Arha Health Clinic,8.142385451,13.11166021,Katsina,Mai'Adua,Natsalle
Maibakko Health Clinic,7.133,11.26726,Katsina,Sabuwa,Maibakko
Tubu Health Clinic,7.141881,11.354634,Katsina,Dandume,Magaji Wando
Kukok Health Clinic,7.143018999,11.581733,Katsina,Faskari,Mai Gora
Bugaje Health Clinic,7.221987,12.695689,Katsina,Batsari,Madogara
Bakarya Health Clinic,7.24077,11.918126,Katsina,Faskari,Yar Malamai
Funtua Comprehensive Health Center,7.313762,11.512144,Katsina,Funtua,Makera - Funtua
Maidoriya Health Clinic,7.323317,12.844216,Katsina,Batsari,Dan Alhaji/Yan Gayya
Ktarda Health Clinic,7.332521,11.516196,Katsina,Funtua,Sabon Gari (Gusau)
Garangozai Health Clinic,7.335236,11.77338,Katsina,Bakori,Kakumi
Gangara Health Clinic,7.374309,12.990077,Katsina,Batsari,Yau Yau/Mallamawa
Ala Bura Health Clinic,7.394708,11.802554,Katsina,Bakori,Kandarawa
Gureta Health Clinic,7.467444,11.841775,Katsina,Kankara,Yar Goje
Sabon Garin Rabe Health Clinic,7.478512001,13.08972,Katsina,Jibia,Kusa
Jigawa Health Clinic,8.144293,12.671376,Katsina,Ingawa,Daunaka/B.Kwari
Katsina Kofar Guga Maternity and  Child Health Clinic,7.585034,12.98973,Katsina,Katsina,Yamma 2
Jinfin Idi Health Clinic,7.61051,12.174299,Katsina,Matazu,Gwarjo
Ikwan Eye Clinic,7.612665,12.997419,Katsina,Katsina,Gabas 1
Down Clinic,7.622023,11.791259,Katsina,Malumfashi,Malumfashi B
Nasarawa Yamma Health Clinic,7.675155,12.306994,Katsina,Matazu,Karadua
Charanchi Comprehensive Health Center,7.73974,12.66358,Katsina,Charanchi,Charanchi
Rinji Millennium Develoment Goal Health Center,7.819067,12.356283,Katsina,Kusada,Kaikai
Gidan M Daya Health Post,7.899749,12.357362,Katsina,Kusada,Yashe B
Hamcheta Maternity and  Child Health Clinic,7.928751,12.881688,Katsina,Mani,Hamcheta
Tudun Wada Health Clinic,7.984188,12.597041,Katsina,Bindawa,Tama/Daye
Farin Haki Health Clinic,8.121058,12.918995,Katsina,Dutsi,Yamel B
Sobashi Health Post,8.228957,12.835791,Katsina,Dutsi,Dan Aunai
Rawan Dutsi Maternity and  Child Health Clinic,8.351612,12.844154,Katsina,Sandamu,Rade B
Faski Primary Health Center,8.766269,12.870766,Katsina,Baure,Faski
Yankwani Health Clinic,7.370518,11.58113,Katsina,Bakori,Kurami / Yankwani
Aliyaba Maternity Health Center,7.906627,12.9232,Katsina,Mani,Hamcheta
Magami Maternal and Child Health,7.92325,12.859885,Katsina,Mani,Magami
Jigawa Health Post,7.950469,13.003519,Katsina,Mashi,Jigawa
Yarkinda Health Clinic,7.051376,11.520474,Katsina,Sabuwa,Machika - M
Madawa Health Post,8.214209,12.9214,Katsina,Dutsi,Ruwan Kaya B
Rijiyar Tsamiya Maternity and  Child Health Clinic,8.27235,12.87988,Katsina,Sandamu,Daneji A
Dawaye Health Clinic,8.606788,12.863613,Katsina,Baure,Yanduna
Maibara Primary Health Center,8.645356,12.84992,Katsina,Baure,Maibara
Kawarinki Health Clinic,8.695746999,12.883664,Katsina,Zango,Kawarin Kudi
Inwala Health Clinic,7.60288929,12.97788429,Katsina,Katsina,Kudu 3
U Tsamiya Health Center,7.53788446,12.04413558,Katsina,Kankara,Gundawa
Hui Primary Health Center,8.780917,12.695571,Katsina,Baure,Hui
Old Tabanni Health Clinic,7.011428,11.317399,Katsina,Birnin Gwari,Tabanni
Unguwar Sarkin Noma Health Clinic,7.06745,11.47022,Katsina,Sabuwa,Dungun Muazu
Makera Health Clinic,7.022712,11.683212,Katsina,Faskari,Sabon Layi
Bandaga Health Clinic,7.022977,11.229559,Katsina,Sabuwa,Rafin Iwa
Labi Health Clinic,7.024822,11.26221,Katsina,Sabuwa,Rafin Iwa
Dogon Dawa Health Clinic,7.03348,11.643978,Katsina,Faskari,Mai Gora
Tsuru Health Clinic,7.034011,11.591393,Katsina,Faskari,Sabon Layi
Dankolo Health Clinic,7.035444,11.438322,Katsina,Sabuwa,Dungun Muazu
Unguwar Mai Dawa Health Clinic,7.037581,11.782342,Katsina,Faskari,Yankara
Unguwar Nakaba Health Clinic,7.043445,11.317899,Katsina,Sabuwa,Sayau
Unguwar Rimi Health Clinic,7.047412,11.511593,Katsina,Sabuwa,Machika - M
Rafin Iwa Health Clinic,7.056652,11.277276,Katsina,Sabuwa,Rafin Iwa
Dankurmi Health Clinic,7.065924,11.373026,Katsina,Sabuwa,Sayau
Unguwar Alhaji Baba Health Clinic,7.066991,11.625554,Katsina,Faskari,Mai Gora
Marabar Kindo Health Clinic,7.067425,11.47038,Katsina,Sabuwa,Machika - M
Hayin Kasuwa Health Clinic,7.081489,11.390944,Katsina,Sabuwa,Damari
Maiganguma Health Clinic,7.082072,11.529836,Katsina,Sabuwa,Machika - M
Machika Primary Health Care,7.09102,11.466298,Katsina,Sabuwa,Machika - M
Mazare Health Clinic,7.102657,11.206827,Katsina,Sabuwa,Sabuwa B
Hayin Isau Health Clinic,7.105857,11.230437,Katsina,Sabuwa,Maibakko
Kanawa Health Post,7.116288,11.31716,Katsina,Sabuwa,Gamji
Sauki Clinic,7.119575,11.172594,Katsina,Sabuwa,Sabuwa B
Gaskia Medical Clinic,7.120072,11.461575,Katsina,Dandume,Dandume A
Unguwar Sarki Health Clinic,7.12511,11.70604,Katsina,Faskari,Sheme
Shingi Tsohuwa Health Clinic,7.135594999,12.825698,Katsina,Batsari,Rumah
Maigaiya Health Clinic,7.13714,11.39529,Katsina,Sabuwa,Gamji
Muniya Health Clinic,7.142811,12.635458,Katsina,Safana,Babban Duhu B
Tsamba Bakwai Health Post,7.148901,12.970571,Katsina,Jibia,Gurbi (Jibia)
Dantankari Medical Clinic Maternity,7.156987,11.442926,Katsina,Dandume,Dantankari
Unguwar Samanja Health Clinic,7.158583,11.657929,Katsina,Faskari,Daudawa
Our Mother Perpetual Help Maternity,6.76531,6.11233,Anambra,Ogbaru,Iyiowa Odekpe Ward
Sabon Garin Dunburawa Health Clinic,7.168496,12.792283,Katsina,Batsari,Rumah
Unguwar Alhaji Sani Health Clinic,7.172919,11.577779,Katsina,Faskari,Mai Gora
Jiruwa Health Clinic,7.173453,11.523303,Katsina,Dandume,Dandume B
Kwandatso Health Clinic,7.174562,12.821893,Katsina,Batsari,Rumah
Kadirawa Health Clinic,7.193567,11.286892,Katsina,Dandume,Tumburka A
Dan Mayaki Health Center,7.194476999,11.373368,Katsina,Dandume,Magaji Wando
Kanon Haki Health Clinic,7.194932,11.652889,Katsina,Faskari,Daudawa
Anguwar Sallah Health Post,7.199331,11.49729,Katsina,Funtua,Dukke
Dan Tudu Health Center,7.200357999,12.696758,Katsina,Batsari,Wagini
Garin Gado Health Post,7.201503,13.009251,Katsina,Jibia,Farfaru
Kwankiro Health Clinic,7.203741,11.670648,Katsina,Faskari,Daudawa
Gurbin Magarya Primary Health Care Center,7.204061,13.063783,Katsina,Jibia,Faru
Jibia Maje Health Clinic,7.213272,13.104193,Katsina,Jibia,Faru
Dantudu Health Post,7.214709,12.336225,Katsina,Dan Musa,Dandire B
U Malamai Health Post,7.219578,12.303007,Katsina,Dan Musa,Dandire B
Zandam Health Clinic,7.283693,13.038567,Katsina,Jibia,Farfaru
Watangadiya Health Clinic,7.22212,12.75497,Katsina,Batsari,Batsari
Mallamawa Health Post,7.226769,13.015108,Katsina,Jibia,Faru
Dunya Health Post,7.229151,12.139918,Katsina,Dan Musa,Maidabino B
Garin Inu Health Clinic,7.235664,12.904751,Katsina,Batsari,Darini Magaji Abu
Biyaki Kwana Health Clinic,7.242558,12.790118,Katsina,Batsari,Batsari
Unguwar Malamai Health Clinic,7.245191,12.75152,Katsina,Batsari,Batsari
Batsari General Hospital,7.256701,12.763179,Katsina,Batsari,Batsari
Hanki Biri Health Clinic,7.258244,12.341027,Katsina,Dan Musa,Dandire A
Garin Rinji Health Clinic,7.262587,12.770284,Katsina,Batsari,Batsari
Gwaigwayen Health Clinic,7.263021,11.495328,Katsina,Funtua,Makera - Funtua
Dan Sabau Health Clinic,7.26474,11.954133,Katsina,Kankara,Zango
Unguwar Maje Health Clinic,7.266174,11.581242,Katsina,Faskari,Mairuwa
Dan Zaki Health Clinic,7.269782,12.582059,Katsina,Safana,Zakka B
Tsugunni Health Center,7.276751,12.818352,Katsina,Batsari,Manawa
Matso Matso Health Post,7.280488,13.020558,Katsina,Jibia,Yangayya
Doma (A) Health Clinic,7.283501,11.6983,Katsina,Faskari,Tafoki
Salihar Kalgo Health Clinic,7.28636,12.65061,Katsina,Safana,Baure A
Laletu Health Post,7.286947,12.157567,Katsina,Dan Musa,Maidabino B
Kukar Rabo Health Clinic,7.290084,12.671468,Katsina,Safana,Babban Duhu A
Amarawa Health Clinic,7.292054,12.130929,Katsina,Kankara,Yar Tsamiya
Mazanya Abu Health Clinic,7.296275,13.068935,Katsina,Jibia,Farfaru
Sako Marini Health Clinic,7.305216,11.415573,Katsina,Dandume,Mahuta C
Gabasawa Health Clinic,7.312281999,12.833873,Katsina,Batsari,Dan Alhaji/Yan Gayya
Unguwar Miko Health Clinic,7.313879,11.623598,Katsina,Faskari,Tafoki
New Funtua Clinic,7.316067,11.499507,Katsina,Funtua,Mai Gamji
Bistit Funtua Hospital,7.317882,11.52973,Katsina,Funtua,Sabon Gari (Gusau)
