Name,x,y,Admin1,Admin2,Admin3
Turawa Primary Health Centre,8.047964338,11.69769116,,,
"Faith Mission House, Idi ori, Ojoo (Solution Gospel Aba Opa)",3.919901919,7.476389955,,,
Mofio Dispensary,13.41901556,12.3043485,,,
Gordita clinic and maternity Alheri,8.871551284,9.936831163,,,
Jofeg health and life pharmacy,5.620570962,6.32937445,,,
Gajale Health Post,8.237094774,11.43453862,,,
Tahaf pharmacy and stores,8.890910128,9.916247724,,,
GIDAN MAGANI,8.47244269,11.95797716,,,
PHC Ayena Ajeyi,6.703413024,9.868969347,,,
calvary medical centre,3.423045833,6.606417892,,,
Kwanyawa Primary Health Centre,7.867356956,11.77177494,,,
Ohhbee Hospital,3.280298669,6.541175756,,,
Josen clinic and maternity21,7.136252827,4.881927647,,,
Kabo Cottage General Hospital,8.167797558,11.85118928,,,
Serenity and Wellbeing Health Care Services,8.886862758,9.894910667,,,
Adex Patent Medicine Store,3.891961096,7.38323055,,,
General Hospital Barodikko No1b Yarima Street Ang Pama,7.456272717,10.45625242,,,
PHC Danbuwa,5.261468018,13.00213892,,,
Kabilo Health Clinic,12.20875683,9.031511189,,,
Pills & Tabs,3.489443498,6.436215469,,,
CHC Beni,7.18931522,9.649902273,,,
Fantaru Phc,6.562537958,12.23261416,,,
Maternity Health Centre Maiyama,4.371819521,12.08394158,,,
Mch Bagudo,4.227638716,11.40784335,,,
"Health Centre, Tungbo",6.167957855,5.126409993,,,
Primary Health Care Center Dutse Alhaji,7.37261906,9.141684182,,,
Maria Fustina  Clinic,5.708186745,5.590479343,,,
Delimi central pharmacy,8.888237642,9.918353425,,,
Golden Berries,5.627310096,6.320569261,,,
Divine Nursing Home,3.34430087,6.528931053,,,
Mt Sinai Hospital,3.281747062,6.54188453,,,
Epid Unit Offices,5.245915145,13.05029102,,,
Dikwa General Hospitl,13.91203969,12.04157667,,,
"Comfort Zone Hospital, Akingbile-Moniya Road",3.910151922,7.514384955,,,
duhu heath center,13.43739707,10.78897416,,,
Alabi Tutu Traditional Circumcision Centre,3.893152165,7.384670477,,,
Federal Training Center Dalori IDP Camp clinic C,13.22675515,11.78162175,,,
Banke Hospital,3.246178288,6.600790533,,,
bunary heath post,11.47437706,9.482689591,,,
Primary Health Center Warri Street,7.426346054,10.51422954,,,
Gundiri Health Centre,11.94365358,10.15218346,,,
PHC Suruyi,6.586830725,9.503653821,,,
Pa Clement Ogunsusi,3.200044293,6.492765571,,,
Wellspring Surgical Clinic,5.77589425,5.542559248,,,
Iyanu Medical Center,3.22633078,7.552953947,,,
Maternal & Child Health Facility,4.528973751,12.74186448,,,
Mallam Maja Primary Health Centre,14.09067196,11.98608747,,,
Sagbe Clinic(Oluwasogo Clinic),3.917551969,7.496821934,,,
PHC Burum,7.046346774,9.313606487,,,
Bungudu Wc Wc,6.556516399,12.27043959,,,
Safeside Clinic and Maternity,6.752757623,5.556086299,,,
"Tioluwani Private hospital, Idiose, along diplomate school",3.92081496,7.504479976,,,
PHC Amanawa,5.248617639,11.37786338,,,
PHC Liman,6.367845793,9.140500825,,,
Duldal Clinic,12.97813114,10.08484602,,,
Rally Hospital,3.362461437,6.541438193,,,
Bluesea Hospital And Maternity,3.280389864,6.557920787,,,
NOOWA Hospital,7.52725302,9.085441192,,,
Idera Oluwa Patent Medicine Store,3.912125525,7.485731419,,,
Afonja Eye Clinic,3.257800216,6.521818672,,,
Barka Clinic,13.22412105,10.46051026,,,
Komi Na Allah Ni Maternity Home Lumma Sanke,4.258620829,10.32093758,,,
Twaidi Zaidi Basic Health Centre,4.935645421,13.2511226,,,
Keecee Pharmacy,7.443505151,8.944875419,,,
Emergency Operations Center - Sokoto,5.245717165,13.05175392,,,
Wumbi Health Clinic,14.35861466,12.36132499,,,
Kakau Primary Health Care Center,7.356049379,10.42824044,,,
Kashimri Health Clinic,13.57845545,11.59137987,,,
Barka Specialist Hospital,7.400266936,10.52413595,,,
Synlab,7.470291618,9.083741594,,,
PHC,4.981771369,12.68686528,,,
Lamingo Medical Center,8.936015999,9.903675456,,,
Kiladejo Hospital,3.194979277,6.470227053,,,
Ndaba Health Clinic,13.94335624,11.23978183,,,
Sudi Medical Services,7.063304621,4.84981205,,,
Kedemure Primary Health Center,12.00133566,9.33237558,,,
Mapo Health Center,3.897624162,7.37651983,,,
Solar women and cervical screening center,8.885454934,9.919704923,,,
Molecular Diagnostics and research laboratory,8.892314851,9.913599797,,,
Phc Barayazaki,5.765240599,12.12959763,,,
PHC Jekadafari,11.16073537,10.28584582,,,
National Primary Health Care Development Agency,7.58446303,12.9887174,,,
PHC,5.639274676,8.975175831,,,
maitunku primary heath post,11.51947823,9.603875399,,,
Leverage Hospital Specialist Clinic,3.17178982,6.495506537,,,
Nakowa Clinic,4.745578223,10.84261239,,,
Ayantuga Primary Health Centre,3.355202038,6.533117478,,,
General Hospital Potiskum,10.99113452,11.72161026,,,
Shamage Primary Health Clinic,7.784770818,8.628639791,,,
Uba Phc,13.21788978,10.45139192,,,
Kurfar Magaji Phc,5.735148226,12.2696553,,,
Bankaura Health Post,8.381386891,12.27079339,,,
PHC Bussi,6.660123595,9.473925892,,,
PHC Rimi,6.739176174,10.08395075,,,
Safiya Medical Center,7.395279368,10.3748395,,,
Olowogbowo Primary Health Centre,3.382035779,6.459315323,,,
Maternal And Child Health Care Chimbi,6.996180077,9.464161143,,,
Medisound medical diagnostic,8.87881764,9.93167646,,,
National Hospital Abuja No4mm Lawal Jafaru Isa Road,7.47232314,10.54233264,,,
PHC Chacho,5.451384258,13.1673516,,,
Tudun Wada Family Health Unit Clinic,7.413360139,10.51096203,,,
Shalom Health Center,3.396520127,6.531782995,,,
Jiga Birni Health Facility,4.534360884,12.28194342,,,
Niima Clinic,6.575463523,12.57949687,,,
Dwn Quarters Primary Health Center,7.414549699,10.49112835,,,
PHC,6.116104384,8.984971762,,,
Conner Stone Medical Center,3.159327019,6.458140684,,,
Barau Diko Specialist Hospital Kaduna Plot 32 Gongola Roadchallawa Crescentbarnawa Kaduna,7.425821682,10.48434362,,,
Orisunbare Primary Health Care Center,3.302940537,6.569936832,,,
Ibido Health Centre,3.868246848,6.712079493,,,
Demsa LGA,12.14490902,9.415592624,,,
Jilbe Dispensary,14.63653762,11.91670216,,,
Laro Dispensary,11.80328369,10.33410638,,,
Diagnostic Center,7.45548113,10.53005676,,,
PHC Ofegbe,6.511511781,8.718497397,,,
PHC,6.96497794,9.672078274,,,
Dadin Kowa Primary Health Centre,8.630571149,10.70178762,,,
PHC Gayi,4.122430493,12.32733268,,,
Jeokem Hospital,3.304179717,6.459250699,,,
PHC Mazah,8.933907782,9.962790588,,,
Zoology Labortory,11.17325542,10.30718044,,,
PHC Mabera,5.250109953,13.0305664,,,
Kessa Kura Refugee Site,13.19295999,11.91868867,,,
PHC Guasase,6.39919277,9.641123235,,,
Dambazau Health Post,8.029298175,11.81145353,,,
Phonex Clinic,3.339183886,6.524055719,,,
Phc Wuya,6.095695456,12.07328893,,,
"2 Div Military Hospital, Odogbo Cantonment, Ojoo",3.918219923,7.47095295,,,
Al-Zunnur Clinic and Maternity,8.851933691,9.99326878,,,
Dangulbi P H C,6.247354259,11.64641897,,,
Sumel Optomentry,5.628210061,6.320508995,,,
Mari-ari Health Center,10.34173207,10.27248766,,,
PHC Kaliko,6.202507724,9.726880917,,,
Dumjos pharmacy,8.889405828,9.920676051,,,
White heart Pharmaceutical and Supermarket,7.423942543,8.995832864,,,
Adebek Maternity Home,3.216381628,6.525849194,,,
Primary health care centre Dabire,4.415069136,12.56988753,,,
Elf Foundation Primary Health Centre,3.269170184,6.552348833,,,
Godwin Pharmacy,7.530964359,6.460009429,,,
Wajiroko Dispensary,12.52675425,10.93396969,,,
Health Center Isheri Olofin,3.280570997,6.576854081,,,
Kubodeno Clinic,11.82043474,10.22295003,,,
General Hospital,7.073671778,9.526197117,,,
"General Hospital, Igbeti",4.147400182,8.736877234,,,
Maman Gimbiya clinic kabong,8.870283019,9.927438738,,,
Milestone galaxy diagnostic center,8.891986951,9.902535852,,,
Odonton Ville Dental Clinic,3.364060033,6.557294575,,,
Cocin Clinic Jebra,13.76310978,11.39765733,,,
Augie South,4.589659233,12.88106409,,,
dar dispensary,13.45184714,10.83688252,,,
PHC Maito,6.040950229,9.651409423,,,
BHC,6.312573596,9.00749536,,,
Dangora Primary Health Centre,8.15727609,11.53606744,,,
Makintakururi Clinic,12.39241405,11.77833722,,,
Carry medical clinic,3.420808955,6.607274941,,,
community base bamaco initiative,13.61925017,10.89347512,,,
Model Primary Health Care Bunkari,4.901530321,13.12479005,,,
God's Time Patent Medicine Store,3.90982662,7.482832035,,,
Soba Primary Health Center,7.437872847,10.58622917,,,
Division 44 Hospital,7.453338464,10.58932444,,,
Kaka Mallam Yale Maternity and Child Health,13.41477255,11.65326799,,,
PHC Nikuchi,6.67226847,9.343654856,,,
General Hospital Gakaru,8.121350498,8.846229471,,,
Glad Tidings Hospital,3.259712044,6.614013237,,,
M.B. Sauki Ultrasound Laboratory,9.794757569,10.26755759,,,
Pahra Clinic,11.80847167,10.17468259,,,
Odus Health Center,3.344950635,6.521117778,,,
Estandar Pharmacy,3.577867547,6.487290093,,,
"Fajimi Maternity Centre, sasa",3.920919985,7.476242937,,,
Mosolape clinic and diagnosis centre,3.905658467,7.483022471,,,
Primary health care centre Sabon Birni,5.275217022,13.24689435,,,
Noma Hospital,5.214894225,13.06760619,,,
Hamdala Clinic,5.238130118,13.05202583,,,
Faniyet Hospital,3.259988983,6.530250197,,,
Gwoza Town Health Clinic,13.70150078,11.08628832,,,
PHC ILORA,3.900002694,7.800018841,,,
Ruwa dispensary,4.964913099,13.71112907,,,
Chinwe Memorial Clinic,7.544272391,6.41342717,,,
Senda Poly Hospital,7.41427276,10.46334376,,,
Ibafon Primary Health Center,3.330775161,6.443241934,,,
HealthPlus Pharmacy,3.374250919,6.506368562,,,
State Epid Unit,5.246043892,13.05019044,,,
Unguwar Tofa Health Post,7.959640117,11.78564498,,,
konkol maternity clinic,13.10319173,9.649971088,,,
Al Mansur Specialist Hospital,7.459931334,10.55098696,,,
Guma Health Clinic,10.18319776,10.14107769,,,
Zarewa Primary Health Centre,7.811988031,11.39703153,,,
Al Ihsan Clinics and Surgery,8.55773635,11.94582055,,,
Federal NeuroPsychiatrist hospital,7.532397497,6.460583924,,,
Paba pharmacy,8.891776733,9.915272741,,,
Kakau Daji Primary Health Center,7.455714818,10.38521328,,,
Valif Pharmacy,5.625260218,6.331029038,,,
Fikayel Primary Health Centre,11.62119246,10.54389897,,,
Diagnoroy Consult ltd,7.42150299,9.017878527,,,
Leemp Health Center,6.236272629,10.20868989,,,
Governor Awan General Hospital No43 Bugai Road Kujama,7.644582649,10.47647343,,,
Primary Healthcare Kabala Layin Sarki Kabalan Doki Kaduna,7.446392884,10.50200077,,,
Prime Care Medicine Shop,7.423712292,8.995682074,,,
Alfurqan Clinic and Maternity,9.80070872,10.291141,,,
Total health care,8.882414147,9.925462285,,,
"Gbagba Alagbado Behind Sobi Specialist Hospital, Illorin, Nigeria",4.524975835,8.526503535,,,
Dorawa Dispensary,5.571207588,12.62298177,,,
His Grace Patent Medicine Store,3.91164499,7.480873854,,,
Mulgoi Dispensary,13.17280897,11.25139924,,,
Plateau State primary health care clinic Fomwan,8.897273417,9.92321166,,,
Rikkos Medical Center,8.920092227,9.888135659,,,
PHC Sambawa,4.261265655,12.27740722,,,
Noble Medical Digonistic Centre,3.174010773,6.492256538,,,
Mch Badariya,4.169896121,12.44318358,,,
Pela Mbirini Community Dispensary,12.37072747,10.40728752,,,
Phamarcy,3.234254696,6.523647017,,,
Garden Hospital Sabo Oniba Town,3.175394792,6.461714643,,,
Faith Durham Pharmacy,7.520695522,6.458005232,,,
Maneks Hospital,7.413657864,10.46778793,,,
Sanjarata Hospital No1 Block Ab Agwa New Extension Behind Makarfi Estate Trikania New Extension Kaduna,7.387618979,10.45662567,,,
PHC Galkogo,6.811144117,10.04349817,,,
Marke Yandotondaji Dispensary,6.895699834,12.0867149,,,
SFOUR HEALTH SERVICES LTD,7.503831384,8.990146162,,,
Fellowship Hospital,3.281397034,6.574232138,,,
Galadi Phc,6.421621318,13.0555298,,,
De havilah pharmacy kabong,8.872529117,9.929155268,,,
Mphc,6.805967537,12.54330968,,,
Dayspring Clinic,5.765308744,5.542639296,,,
Hand of God medicine store,3.413854992,6.601650936,,,
Sauki Clinic,7.634231921,10.47821686,,,
Urban Health Center,5.630784479,6.335844861,,,
Layo clinic,3.430036843,6.605541145,,,
Sabon Birni Primary Health Centre,8.031336654,11.85621365,,,
Mastafannamiri Primary Health Clinic,12.99108889,11.53192133,,,
Tsara Primary Health Centre,7.727665834,11.45074478,,,
Akwukwe Patent Medicine store,3.396151994,6.528280785,,,
Guba Health Facility,11.41939848,12.80718557,,,
Alau Health Clinic,13.23519539,11.73081325,,,
FCE(T) CLINIC GOMBE,11.14768936,10.31297686,,,
balaifi heath clinic,11.46877032,9.503211088,,,
Ifeoluwa Maternity Home,3.185367246,6.466994236,,,
Lakundum Dispensary,11.96047824,10.18260374,,,
Mdgs PHC Tsoho,4.039255191,12.76488127,,,
Lasapienza Hospital and Maternity,3.295251398,6.464653674,,,
PHC,6.676936855,10.05743937,,,
PHC,5.729583397,9.205042317,,,
Askolaye Primary Health Center,7.401616087,10.53277484,,,
Dialogue Pharmacy,7.450157364,10.52136824,,,
Lawanti Dispensary,12.53875186,12.39349943,,,
Kalla Dispensary,12.7866821,11.17547604,,,
Clinic Healthcare,3.311924596,6.472500476,,,
Kawaji Health Post,8.332936892,12.23190505,,,
PHC Ruggar Kura,5.248239447,12.92302926,,,
PHC Unguwar Jeji,4.155675132,12.32712699,,,
Ojoo Pry Healthcare Centre,3.91561994,7.471147997,,,
Kauji Kura Dispensary,12.7042206,11.03607753,,,
Irede Primary Health Center,3.265098591,6.441307056,,,
PHC Dutsen Kura Hausa,6.528819825,9.638366427,,,
Nganzai Family Support Clinic,13.21250248,12.48845138,,,
PHC,5.514026244,9.008923217,,,
jalingo buhu heath post,13.15742968,10.03975314,,,
PHC De Sauki,6.497383078,9.329556076,,,
Bethesda Family Clinic And Maternity,3.283865923,6.463273761,,,
Yafa Dispensary,13.30982685,10.77733153,,,
Ruwan Bore Phc,6.903181353,12.18956479,,,
Malari Maternity and Child Health,13.92071529,12.0336914,,,
Geneneral Hospital Tangaza,4.947361226,13.36473854,,,
Jaji Military Cantonement Hospital,7.576651263,10.83750874,,,
Bamzir Health Post,12.79650049,10.83181633,,,
Children Specialist Hospital,7.43220668,10.50405919,,,
FETHA,8.091613685,6.320863047,,,
Norex Clinic,3.241752643,6.465189948,,,
Pkakungu,6.530299147,9.596325399,,,
Grace View Medical Center,3.277497018,6.446749426,,,
POSH specialist Hospital,7.517686419,6.458268172,,,
Micony pharmacy,8.890162127,9.913656291,,,
Isuti Medical Centre,3.21889754,6.551743995,,,
Romee Eye Clinic,5.740147696,5.530961377,,,
Ba'Awa Health Post,7.987157654,11.59840667,,,
Salaam Kaula Patent Medicine Store,3.905883689,7.482769673,,,
Yola Primary Health Centre,7.949096772,11.71980865,,,
Alnur Patent Medicine and Store (Ventures),3.909698461,7.482766069,,,
John Vic Clinic,3.346006085,6.531950298,,,
Olutoba Clinic,3.354457725,6.529823725,,,
Mdgs PHC Tafki Tara,4.575152422,11.47442165,,,
Jowako Specialist Hospital,7.432611694,10.51418076,,,
Agbado Okeodo Primary Health Center,3.259765018,6.677866492,,,
Community Health Clinic Bidafu Chikan,6.081525178,9.507455936,,,
Desmond Pharmacy,7.534878456,6.460803866,,,
Primary Health Center,3.228145378,7.555431973,,,
Lifeway pharmacy,8.883542351,9.922378164,,,
Hagawa Health Post,8.169056436,12.2554986,,,
Osimike Health Service,5.635185816,6.377543069,,,
La Med Pharmacy,8.867514225,9.940369584,,,
Eromon Specialist Hospital,3.291633685,6.452258599,,,
Shibiri Primary Health Centre,3.144273121,6.461791924,,,
Emir Palace Health Center,5.990450938,9.088858243,,,
Gajiram Health Clinic,13.21382212,12.49438644,,,
Uche Kendu Medicine store,3.39687904,6.529091985,,,
PHC Basaura,4.253565619,12.32090879,,,
Chrisol Medicals Maternity Home,3.272567118,6.616978084,,,
Itohan Chemist,5.633706327,6.334973562,,,
Grace Specialist Clinic,6.34186357,4.951608672,,,
Mustaphawari Health Clinic,12.99102317,11.53190658,,,
General Hospital Nasarawa Ungwan Doma,7.395351787,10.3986312,,,
Nasarawa Medical Center (Salako),8.904756864,9.93464005,,,
Ultima Medical Hospital,3.366691281,6.540537558,,,
St Gerald Catholic Hospital No74 Naiyayi Road Opposite Space 2000,7.437103053,10.47727784,,,
Jodade Health Post,8.305717332,12.37205332,,,
Dorawa Dispensary,10.91797878,11.57627485,,,
Dozzy Pharmacy,7.535305347,6.460767991,,,
humbutuidi pbf heath facility,13.1584729,10.12306364,,,
Gava Clinic,13.6910488,11.10513218,,,
Funga Dispensary,12.90546356,12.52438737,,,
Blessed Assurance Maternity Home,3.303338845,6.457456972,,,
Igbesa Primary Health Center,3.134123642,6.527689274,,,
Oyalowo Traditional Herbalist Centre,3.892147175,7.384318018,,,
Kafa Health Post,12.47815028,11.30707837,,,
Bagarawa Primary Health Centre,5.213079627,12.89490982,,,
Federal Neuro Psychiatric Hospital Maiduguri,13.11873798,11.86509495,,,
East Side Hospital,7.536303967,6.448431757,,,
PHC Ikoliko,5.269595279,11.64868192,,,
PHC,4.650672783,9.836742271,,,
Kurmin Mashi181 Primary Health Care,7.414875587,10.55271405,,,
Mphc Mayasa,6.792680879,12.89664336,,,
Lesco pharmacy,8.885800268,9.921912717,,,
IfeOluwa Patent Medicine,3.889538978,7.383419562,,,
Kubau Road Primary Health Center,7.406928118,10.51947745,,,
Zwall Health Clinic,9.473920444,9.836891636,,,
Medical Center,3.981703032,7.42793367,,,
Sungwa Dispensary,12.20957817,10.32868648,,,
Kailani Health Post,8.182048553,11.73017832,,,
General Hospital Sabon Tasha Kaduna David Mifson Chemist Sa Gbagyi Street After Sharp Corner Durumi New Extension Gonin Gora Kaduna,7.384494122,10.43504889,,,
Lani,4.258832891,11.52523207,,,
Shonowo Hospital,3.250496645,6.563958775,,,
"Heavens gate redeem, F Division Road, Tanke",4.587860896,8.499272659,,,
Kingowa Dispensary,12.85932822,12.60569066,,,
Ladipo,3.344950635,6.547752281,,,
NGbobenge heath post,11.82063054,9.658969397,,,
Clinic,11.17563136,10.30857293,,,
Solar Clinic,5.749434425,5.539121578,,,
Rembo Hospital,3.343708773,6.531878968,,,
Doro Baga Primary Health Centre,13.8611291,13.11639859,,,
Maigodiya Health Care Centre,6.810171564,9.751824288,,,
Women and Children Welfare Clinic,5.248137859,13.06861303,,,
Linopmedical Laboratory Services,3.274079968,6.470646818,,,
Taonet Pharmacy,7.372297028,9.141783424,,,
Damargu Primary Health Centre,8.321570696,12.26581789,,,
General Hospital Sabon Tasha Down The Market Road Maraban Rido,7.532853892,10.42608009,,,
Common Sight Ltd,3.295985569,6.458976862,,,
Botschre,3.410074922,6.60508827,,,
St Joseph Mission Clinic,3.310945589,6.446277776,,,
Jubilee Health Center And Laboratory,3.227210377,6.535850817,,,
Noble-Med,8.885860953,9.925081244,,,
General Hospital Sabon Tasha Danhoni Street Ungwan Tanko,7.41679739,10.42174329,,,
Savelife Hospital Moshe,3.18855832,6.561595245,,,
Medicine Store,5.63572209,6.372974764,,,
Mch,4.743056024,10.8492398,,,
Umogidi Primary Health Centre,7.999699076,7.553273297,,,
Durbawa Primary Health Centre,5.34242924,13.06023682,,,
Kawo Primary Health Center,7.45077159,10.59309462,,,
New Smile Dental Clinic,5.625233228,6.326602723,,,
Bengoz Maternity Home,3.266308267,6.442049273,,,
Phc Yashi,5.600884889,12.18954517,,,
God's Power Health Centre,3.890844375,7.382815562,,,
Romo Liman New Primary Health Care,4.601289962,12.20804152,,,
PHC Dolekaina,3.638824184,11.71249829,,,
kilange heath post,13.12435067,10.17149738,,,
Winkoye Laboratory Service,3.221732635,6.552664663,,,
Sabon Birni Phc,6.867085357,12.56871247,,,
PHC Leaba,4.71028228,9.700988883,,,
Blessed Mary Natural Clinic And Maternity,3.188913126,6.464883422,,,
Ngudoram Health Outpost,13.99614354,12.0530722,,,
De laroy,8.875514919,9.928663418,,,
Toluwalope Clinic and Maternity,3.0917206,6.511803975,,,
Al Fauzan clinic,8.875720192,9.949899221,,,
Takatsba Dispensary,6.36667635,13.59811109,,,
Jones Specialist Hospital,3.274727721,6.544511921,,,
Moria Clinic And Maternity Home,3.301919956,6.603919917,,,
Runjin Sambo Clinic,5.205919553,13.07238614,,,
Newgate Trust Pharmacy,5.609686726,6.336215927,,,
PHC Bedi,5.355445917,11.42189218,,,
Mingila Nursing Home,9.830765555,10.896732,,,
Yelwa Domiciliary,9.799993996,10.28161614,,,
Bridge Clinic,7.424656262,9.064909385,,,
Primary health care centre Dabagin Ardo,5.38218226,12.95438546,,,
Caremax Hospital,3.630971095,6.473606636,,,
PHC Gwabare,4.45277278,12.56031489,,,
Nasara pharmacy,8.889051692,9.916723397,,,
Life Fount Medical Center,3.22687443,6.556956197,,,
PHC Marafa,4.768771116,11.53565472,,,
gangnai heath post,12.09085757,8.752039175,,,
Banki Health Clinic,14.15090046,11.24882825,,,
"BHC, Ilere",5.167404373,7.318647567,,,
28 Housing Clinic,13.42484232,11.64526068,,,
Agbelekale Primary Health Care,3.283526624,6.638243056,,,
Tinki Health Post,8.392552172,12.30315399,,,
faith clinic lafiya,11.81040303,9.65096074,,,
Okungbowa Medical Store,5.582941665,6.367449665,,,
MCH Jikpan,6.525087699,9.651343374,,,
Mdg PHC Dangamaji,4.304932017,12.21783619,,,
Sure mercies eye clinic & services,7.493084946,6.450379963,,,
Fafolu Mga Center,3.354794342,6.537471793,,,
PHC Maidabo,4.920127417,10.27673653,,,
Amina Nmadi Health Facility,7.402690228,10.49523607,,,
Divine Gift Medical Centre Hospital,3.221842522,6.445714093,,,
Ribe Primary Health Center,6.772584428,12.17394536,,,
PHC center,4.601224667,12.89934259,,,
Orit pharmacy,8.87412126,9.905654842,,,
Gajibo Maternity and Child Health,13.98861927,12.11238883,,,
Hayin Banki Health Care,7.435791453,10.57780787,,,
Shuwari Health Post,13.33438029,10.80072719,,,
Sanasi Nursing And Maternity Home,7.397936096,10.47615299,,,
MedPlus pharmacy,7.05465676,5.490647943,,,
Health Centre Magami,6.658484598,12.60197638,,,
Goni Adamti Health Centre,13.35510245,12.68511958,,,
PHC,5.863628049,10.00896649,,,
New Merit Hospital Limited,3.254055936,6.669855739,,,
GTC Clinic Enugu,7.497970925,6.459314988,,,
Wawa Lawanti Dispensary,12.65359483,11.09256284,,,
Merit Medical Clinic,3.353429098,6.53677358,,,
Excellent Medical & Diagnostic Laboratory,8.875824546,9.920022765,,,
Rophe Clinic,3.088598425,6.506117021,,,
Good shepherd Catholic church hospital,3.420789844,6.600975187,,,
SabonGari Primary Health Centre,4.648518969,12.40433127,,,
Unguwar Mai Chibi Comprehensive Health Care,7.432701548,10.45151388,,,
PHC,7.075278421,9.565354435,,,
Adventist Medical Center,8.920062471,9.934006378,,,
Agbara Medical Center,3.101179326,6.502889821,,,
Skin Clinic,13.68833759,11.52604738,,,
Emmanuel Power Hospital,3.162803162,6.476176947,,,
Labau Health Clinic,12.01511349,10.05183012,,,
Kwanni PHC,5.230929895,13.06385554,,,
Primary Health Center Ota,3.236632223,6.691210398,,,
Family Care Health Center,7.460549583,10.52727665,,,
Victoria's vestige memorial hospital,8.88227375,9.898802972,,,
Primary Health Care,6.50151368,9.674643639,,,
Oke Ilo Health Center,3.254152496,6.67274825,,,
EHA Lab,5.246222594,13.05000772,,,
PHC Auna,4.723542199,10.18864516,,,
Tarei Pharmacy,7.369375264,9.139519052,,,
"Olupelu Clinic and Maternity, Oko Erin, Nigeria",4.510959365,8.495486889,,,
Wazobia Clinic and Maternity,7.428844867,8.939289048,,,
PHC,6.978761896,9.56658867,,,
Meyetti Primary Health Center,7.445370962,10.5134569,,,
Doron Naira Clinic,13.60980787,13.19563096,,,
Jolamade Hospital,3.93566895,7.417985776,,,
Oriom Clinic,3.254428763,6.424923285,,,
Tsidau Health Post,8.149213286,12.30040439,,,
Temitope faith clinic and maternity house,3.237261284,6.520433647,,,
Diamond Clinic,3.346578736,6.534071422,,,
Zhedinyi Health Clinic,12.98761777,10.44239823,,,
Makera 1 Primary Health Care,7.412214836,10.46917279,,,
Kilangar Dispensary,12.7639824,10.70504005,,,
Royal Hospital,7.482119154,6.443285688,,,
JKF pharmacy,8.88876545,9.919155238,,,
Morai Phc,6.137441357,12.36825959,,,
Dialogue Clinic Isah Kaita,7.44689848,10.54572639,,,
PHC,5.548007821,8.928901691,,,
Grace Point Medical Centre,3.208377917,6.579428331,,,
Barry Medical Clinic,3.420851367,6.607250299,,,
General Hospital Moriki,6.499044958,12.87550613,,,
Primary Health Care,4.409398694,12.69505935,,,
Sparsh pharmacy and stores,8.889684275,9.922444129,,,
Ginjo Health Centre,4.971981223,13.16303408,,,
Hospitals No13a Tafoki Road Kabala West,7.396042456,10.50342879,,,
Specialist Hospital No24 Kubaka Road Off Jaabdulkadir Road Unguwan Kudu Unguwan Rimi Kaduna,7.462543722,10.52229914,,,
Kabala West Primary Health Center,7.3938122,10.50441383,,,
Igbede Primary Health Center Igbede Bstop Ojo Igbede,3.162761588,6.451578827,,,
PHC Tungan Doruwa,4.477288254,10.62277133,,,
Glory Clinic and Maternity,8.877305629,9.939170217,,,
Phc Gama Giwa,6.451397275,12.40848727,,,
Zetron,8.950727496,9.910398329,,,
Awesome Grace Hospital,3.344998999,6.520875289,,,
General Hospital Iseyin,3.617573126,7.948408618,,,
Omega clinic,8.868726918,9.940842239,,,
Henlong Medical Clinic And Maternity,7.379027863,10.47820622,,,
Ribadu Dispensary,13.16824293,10.64776969,,,
kwakida general hospital,13.55513557,10.83665127,,,
Ladith centre pharmacy,5.619104548,6.329307982,,,
Timkolba Health Post,11.97739024,8.323578162,,,
Am Hospital,3.327820624,6.501837137,,,
Isefun Primary Health Care Center,3.207435791,6.579812474,,,
Redeem Medical Center Annex,3.161692057,6.470938676,,,
PHC Clinic Sabongari,4.849476774,10.13780414,,,
Kukwal Dispensary,11.77638516,10.64840294,,,
GUÉRISON DIVINE,2.795116395,6.352798936,,,
Emmanuel Clinic,7.49527497,6.440959961,,,
gulak secreteriat,13.44814544,10.80022947,,,
Will Of God Medicine & Supermarket,5.15026556,7.29187493,,,
Albarka Clinic,8.840661624,9.972028283,,,
Bogije Primary Health Center,3.307348747,6.470259071,,,
Limad Hospital Ltd,3.254903598,6.642913369,,,
Police Clinic,5.246958776,13.03330828,,,
Mary Anne Med Clinic,3.359791298,6.548815442,,,
Iyagbe Maternity Centre,3.200254847,6.418287835,,,
Guwo Laanti Dispensary,12.53009025,11.6248779,,,
PHC Tilli,3.976823424,12.34224928,,,
GANO MEDICINE STORE,8.471058754,11.95931282,,,
Gubio Maternity and Child Health,12.78433039,12.49173324,,,
Optimum Diagnostics & Clinical Services,9.828023247,10.31971097,,,
Gusau Medical Clinic,6.65795285,12.17427377,,,
Dutsan Amare Health Post,7.990822641,11.82731368,,,
The Lords Chosen Mission Hospital,3.31977802,6.491827469,,,
GANO RAHAMA CHEMIST,8.471794098,11.95966385,,,
Divine Care Neighborhood Clinic And Maternity Satellite Town,3.25203682,6.452954716,,,
Tashan Gurgu Health Post,11.86284868,9.338282224,,,
E.chuks scientific laboratory,8.880365442,9.931453921,,,
Daccom health care,8.871158089,9.937362744,,,
Abrar clinic and maternity,8.878825351,9.958210884,,,
New Life Clinic,6.34882977,4.951772873,,,
"As-salam Medical Centre, Office bus-stop Sasa",3.914402972,7.486229974,,,
